"Star_Rating","User","Title","Body","Date"
"5.0 out of 5 stars","Rp","Dot completes the sentence.","Got an Echo for my wife and then just had to have one for me. Didn't need the Echo speaker so the Dot filled the bill. Easy to set up. Stilling discovering the ""skills"".","December 31, 2016"
"1.0 out of 5 stars","Tsyzer","Stupid thing didn't work","Crap.  Arrived and didn't work.  With their tech support for 20 minutes. They couldn't fix. Have to send new one but they are out of stock so will take 2 weeks to arrive.  Plus I have the privelage of printing out a return label and going out of my way to return the useless device.  Very bad experience...","March 5, 2017"
"4.0 out of 5 stars","Tim Haddock","So far so good on this purchase","So far so good on this purchase. Though some things I usually have Cortana do, Alexa can't.. We'll see how Alexa improves in the future, and I'll be back with an update.","March 11, 2017"
"4.0 out of 5 stars","Sylvia Hines","I love the Echo I use it to play music and ...","I love the Echo I use it to play music and set alarm for wake up.  Still learning what Alexa can do.  Downloading on my phone is a pain sometimes but otherwise I love it.","March 12, 2017"
"5.0 out of 5 stars","Sharon G.","LOVING ALEXA","I am LOVING this!!!!  I use it for weather forecasts, listening to all sorts of music (even soundtracks of musicals!) and it even plays games.  Well worth the cost.","March 11, 2017"
"5.0 out of 5 stars","A.M.Belew","Love it so much!","I bought this as a Christmas gift for me and it is amazing! I use it everyday to check the weather, traffic, and news. Amazon is constantly adding new tasks for it!","April 6, 2017"
"5.0 out of 5 stars","Sara May","Hands down the best purchase I've ever made from Amazon","Hands down the best purchase I've ever made from Amazon. I now have 2 in my house and love them. The main reason I purchased it was to use it as a speaker. To be so small, the audio is amazing. I can cook, shower, etc. and still be able to hear sound. I have also done voice ordering and it's really cool.","March 24, 2017"
"5.0 out of 5 stars","Mel C","LOVE IT!!!","I love ALEXA!!! Extremely satisfied. Its so easy to pair with other devices, great skills add ons thru the app for everyone and radio plays well. I'm obsessed with its sleek look because it matches perfectly with my all white kitchen.","March 14, 2017"
"5.0 out of 5 stars","Lisa Harris","LOVE MY DOT","I love my Echo Dot. I use it all the time for music and shopping list. The speakers are great for a little thing and Alexa know EVERYTHING. Who needs the big one when this works just the same. Now my sons want ones for themselves. Looks like great future birthday presents.","March 30, 2017"
"4.0 out of 5 stars","Mike Brier","Great Toy.  Lots of fun and very informative","The only reason that i did not give this great toy a 5 star rating is because I ordered a white Echo Dot and the plug and cord are black.  I think they should be white too.","January 31, 2017"
"3.0 out of 5 stars","Amazon Customer","It's just okay","I'd love this to already be able to answer my questions quickly and easily. It can't answer simple questions...It's still ""learning"" so I'm hoping it'll catch up quickly. It's just ok for me now","March 1, 2017"
"4.0 out of 5 stars","Dad","I think this product has great potential. To Amazon here is my wish list ...","Dot arrived earlier than expected and I'm still experimenting with all of its capabilities. I got the Dot mostly to use as an alarm clock and to check the weather both at home and to the cities I travel to for work. I think this product has great potential.  To Amazon here is my wish list of things I'd like to be able to do:  1) have the option to change the voice  2) have options on the weather... currently when reporting the weather the wind speed nor direction is mentioned but if you look on the app the wind is mentioned. 3) Daily briefling to include ESPN, 4) have the ability to open and run Sirius Radio 5) Be able to connect via bluetooth to receivers and wireless headphones so music can be streamed through existing speaker systems.  6) Be able to play Audible for a defined period and then shut off similar to what you can do when streaming music.This is all I can think of right now. Clearly over time Alexa's ability to understand and process info will only geet better.","October 25, 2016"
"5.0 out of 5 stars","Card Dead","Perfect for installation in my car","I was really happy to have a re-release of this small version of the Echo. I use the Wi-Fi hotspot of my phone for this device, and it is installed in my car. I mostly use it for music but also for home automation such as heat and lights for when I'm heading toward my vacation home.Due to the current season/weather, I don't yet know how it will stand up to the heat when left in the car on a sunny day, however. I'm optimistic that the environmental testing was sufficient to alleviate this concern, but until next summer I won't know for sure.Highly recommended device.","November 7, 2016"
"5.0 out of 5 stars","burke","Certainly a little wonder if there ever was one","Just received DOT about an hour ago.  I set it up with the Alexa app on my Kindle fire.  Setup took about 15 minutes.  This device is amazing.  What I like best is the fact that my Kindle Fire need not be turned on to use the Dot once it is setup.  The Dot will be used for mostly local stuff like weather, sport scores, timer function and the like.  I find the speaker to be more than adequate for my needs.  Can't speak for the sound quality for you music buffs out there.  I'll probably buy another one for the family room.  I think my wife will confiscate this one for the kitchen.  She likes local weather etc. without fiddling with the computer.  The music selection on Amazon Prime is outstanding.  We are not serious music buffs but as yet I haven't heard anything that I haven't heard before,  anything from Country &Western to John Denver.  Bear in mind though that I'm not  youngster.  For $100 a year Amazon Prime has to be a real bargain.","January 25, 2017"
